admin3name,admin3_pcod,admin2_name,admin2_pcod,admin1_name,admin1_pcod,admin0_name,admin0_pcod,valid_on,version,lang,lat,long
Bishoftu town,ET040709,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.756437,38.95885779
Bora (OR),ET040710,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.31444835,38.92479661
Liben Chukala,ET040711,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.50400637,38.88901935
Akaki,ET040712,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.6803676,38.76750099
Adama town,ET040714,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.49065296,39.27943528
Mojo town,ET040797,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.58874622,39.12342622
Batu town,ET040798,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.9239091,38.69916035
Metehara town,ET040799,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.89815403,39.92119821
Merti,ET040801,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.52908676,39.83948442
Aseko,ET040802,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.53108729,40.06005656
Golocha,ET040803,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.21637916,40.15585938
Jeju,ET040804,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.3585733,39.65711275
Dodota,ET040805,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.29255012,39.24257999
Ziway Dugda,ET040806,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.00915615,38.9751844
Hitosa,ET040807,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.07143422,39.24281696
Sude,ET040808,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.01131146,39.81035429
Chole,ET040809,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.11251505,39.97300823
Amigna,ET040810,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.90322727,40.17796684
Seru,ET040811,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.72386265,40.34636149
Robe,ET040812,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.69106008,39.80098193
Tena,ET040813,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.79101205,39.50459266
Shirka,ET040814,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.5709876,39.5774491
Degeluna Tijo,ET040815,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.7433675,39.22918245
Tiyo,ET040816,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.8904293,39.12689331
Munessa,ET040817,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.52495518,38.98267105
Limu Bilbilo,ET040818,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.42672141,39.27215052
Guna,ET040819,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.32870814,39.91289444
Sire,ET040820,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.29787948,39.50229938
Lude Hitosa,ET040821,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.09666018,39.40635492
Diksis,ET040822,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.04285676,39.56288389
Bele Gesgar,ET040823,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.70323623,40.05778225
Inkolo Wabe,ET040824,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.42446962,39.44741557
Asela town,ET040825,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.93748196,39.13427542
Shanan Kolu,ET040893,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.39652813,40.2595287
Bokoji town,ET040894,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.52910188,39.24842376
Dera town,ET040895,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.3197668,39.31597151
Mieso,ET040901,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.27472051,40.68533867
Doba,ET040902,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.29930244,41.07968802
Tulo (OR),ET040903,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.17719407,41.12281905
Mesela /Shen Duggoo,ET040904,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.98730285,41.17839175
Chiro town,ET040905,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.07896553,40.86707571
Anchar,ET040906,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.71351161,40.20201352
Goba Koricha,ET040907,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.92687664,40.53112559
Habro,ET040908,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.75375612,40.51182032
Daro Lebu,ET040909,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.46536606,40.46914157
Boke,ET040910,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.61331697,40.74787362
Kuni /Oda Bultum,ET040911,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.68342658,40.98676349
Gemechis,ET040912,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.8576166,40.98447386
Chiro Zuria,ET040913,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.07033315,40.82823759
Bedesa town,ET040914,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.90498618,40.77533694
Hawi Gudina,ET040915,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.12856204,40.70484336
Gumbi Bordede,ET040991,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.01148629,40.3654017
Burqua Dhintu,ET040998,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.30621612,41.14008118
Babile town,ET041000,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.224307,42.33257746
Kombolcha,ET041001,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.47217219,42.15336358
Jarso (East Hararge),ET041002,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.55415675,42.29064635
Gursum (OR),ET041003,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.31601873,42.44817555
Babile (OR),ET041004,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.74728272,42.57161853
Fedis,ET041005,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.0641822,42.12719476
Haro Maya,ET041006,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.27084336,41.97326018
Kurfa Chele,ET041007,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.22967977,41.87241312
Kersa (East Hararge),ET041008,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.38066147,41.7997241
Meta,ET041009,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.40406909,41.60988329
Goro Gutu,ET041010,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.40737128,41.33881535
Deder,ET041011,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.21455003,41.43697127
Melka Balo,ET041012,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.89736546,41.32756709
Bedeno,ET041013,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.06395722,41.63894803
Midhaga Tola,ET041014,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.75843747,42.20608686
Chinaksen,ET041015,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.59910847,42.57027421
Girawa,ET041016,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.02908704,41.86603941
Golo Oda,ET041017,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.6343082,41.50076836
Meyu Muleke,ET041018,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.50201107,41.88262292
Maya town,ET041019,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.40701227,42.00336379
Mekanisa Oromo,ET041020,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.6073387,42.83425203
Goro Muti,ET041089,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.2164491,41.55717603
Deder town,ET041097,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.31593139,41.44202576
Kumbi,ET041098,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.06206654,41.70920296
Agarfa,ET041104,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.31926741,39.78439601
Gasera,ET041106,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.38242362,40.15337163
Sinana,ET041109,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.12855037,40.13451574
Goba (OR),ET041110,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.85684593,39.89691688
Harena Buluk,ET041111,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.4101445,39.54182147
Mena (Bale),ET041112,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.26653072,40.04724358
Berbere,ET041114,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.7119967,40.16450169
Gura Damole,ET041115,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.29420161,40.57277629
Goro (Bale),ET041116,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.9474879,40.50787058
Robe town,ET041119,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.12547231,40.02473774
Goba town,ET041120,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.02414532,39.97252863
Dinsho,ET041122,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.07681659,39.77106951
Yabelo,ET041207,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.82993151,38.19793322
Moyale (OR),ET041210,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,3.68485681,39.08317724
Dire,ET041211,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,3.96172379,38.21655124
Teltale,ET041212,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.70014022,37.17671197
Miyo,ET041216,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,3.84302651,38.56404022
Dilo,ET041219,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.19902676,37.77441599
Gomole,ET041223,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.13457012,38.26379481
Guchi,ET041290,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,3.94615811,39.13470132
Dubluk,ET041291,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.43455234,38.13709236
Elwaya,ET041295,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.92091498,37.72184096
Yabelo town,ET041296,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.89205134,38.10596145
Ameya,ET041301,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.55779928,37.69502444
Wenchi,ET041302,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.67163707,37.88805486
Waliso,ET041303,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.54820892,38.04061517
Dawo,ET041304,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.79088081,38.13297738
Ilu,ET041305,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.82194595,38.33534451
Sebeta Hawas,ET041306,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.75242004,38.58297846
Kersana Malima,ET041307,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.5676535,38.51896877
Tole,ET041308,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.62089778,38.39204404
Becho (SW Shewa),ET041309,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.65926258,38.24461101
Seden Sodo,ET041310,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.42640866,38.2906714
Woliso town,ET041311,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.54188959,37.97788458
Goro (SW Shewa),ET041312,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.41097482,37.85291721
Sodo Daci,ET041314,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.47880884,38.65085726
Uraga,ET041401,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.05841476,38.62249141
Bore,ET041402,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.36545957,38.61850353
Adola,ET041403,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.95332407,38.99827188
Wadera,ET041404,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.84561888,39.28711356
Odo Shakiso,ET041405,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.76051624,38.81776402
Dama,ET041408,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.260835,38.52315712
Arda Jila,ET041409,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.08665383,38.78190159
Girja /Harenfema,ET041410,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.13748295,39.19269278
Ana Sora,ET041411,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.23653824,38.78274961
Saba Boru,ET041412,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.39451571,39.05924604
Aga Wayu,ET041482,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.48312389,38.83661384
Haro Walabu,ET041490,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.11407458,38.44914884
Adola town,ET041492,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.88324909,38.9836343
Shakiso town,ET041499,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.77225212,38.9107518
Bule Hora,ET041501,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.64888549,38.31578736
Kercha,ET041502,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.77024505,38.43593079
Kercha town,ET041503,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.77983035,38.4113216
Hambela Wamena,ET041509,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.94188841,38.48464333
Abaya,ET041513,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.35503951,38.01680104
Dugda Dawa,ET041515,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.31435239,38.32516137
Gelana (West Guji),ET041517,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.98802874,38.00374287
Melka Soda,ET041518,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.41262269,38.61846417
Bule Hora town,ET041587,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.64260056,38.23328316
Suro Berguda,ET041594,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.55535745,38.05361356
Birbirsa Kojowa,ET041596,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.73416431,38.56969097
Chora (Buno Bedele),ET041603,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.39084892,36.13873148
Dega,ET041604,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.5965277,36.1368191
Dabo Hana,ET041605,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.70618365,36.28866701
Gechi,ET041606,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.3636236,36.48128141
Borecha,ET041607,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.30701397,36.65196271
Dedesa,ET041608,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.13232454,36.53945868
Meko,ET041618,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.73673807,35.99595215
Bedele town,ET041621,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.45159103,36.34874605
Bedele Zuria,ET041622,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.47311717,36.38251087
Chwaka,ET041623,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.89169793,36.13406056
Dodola town,ET041700,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.97910305,39.180539
Siraro,ET041701,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.12869177,38.18963232
Shala,ET041702,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.35127973,38.39848632
Arsi Negele,ET041703,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.45249183,38.65238682
Kofele,ET041704,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.01768287,38.84178152
Kore,ET041705,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.22507399,38.93025786
Gedeb Asasa,ET041706,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.18349815,39.17249577
Dodola,ET041707,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.88708845,39.15218705
Kokosa,ET041708,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.7910274,38.81037369
Nenesebo,ET041709,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.58281983,39.20575907
Adaba,ET041710,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.98949917,39.52965246
Shashemene town,ET041711,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.18528858,38.54440409
Shashemene,ET041712,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.21948044,38.60916705
Kofele town,ET041713,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.07336903,38.78648377
Heban Arsi,ET041783,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.55816843,38.79807534
Wondo,ET041797,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.07940914,38.67283335
Arsi Negele town,ET041799,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.34220861,38.67168459
Hawa Galan,ET041801,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.62676293,34.99209974
Yama Logi Welel,ET041802,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.80709405,34.85861506
Dale Wabera,ET041803,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.02504509,35.06064031
Gawo Kebe,ET041804,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.14806037,34.93410593
Sayo,ET041805,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.46629608,34.82679162
Denbi Dollo town,ET041806,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.53284957,34.80086595
Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.603486,34.52627839
Dale Sadi,ET041808,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.9308061,35.20097494
Gidami,ET041809,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.90798806,34.43097289
Jimma Horo,ET041810,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.01501994,34.75805449
Lalo Kile,ET041811,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.86265843,35.33118914
Sedi Chenka,ET041812,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.79560775,35.08775932
Horo,ET041901,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.55061244,37.06897522
Shambu town,ET041902,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.5680295,37.10340938
Guduru,ET041903,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.47524389,37.464113
Ababo,ET041904,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.77985378,37.54922981
Abay Chomen,ET041905,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.63350053,37.28164863
Jimma Genete,ET041906,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.38807681,37.14199843
Jimma Rare,ET041907,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.25216468,37.3408826
Jarte Jardega,ET041908,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.90362251,37.11257739
Amuru,ET041909,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,10.12098634,37.0078638
Abe Dongoro,ET041910,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.59957962,36.83517869
Choman Guduru,ET041911,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.38230719,37.32553236
Horo Buluk,ET041912,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.69949549,37.12228208
Sulula Finca'a,ET041913,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.81506637,37.37494683
Burayu,ET042001,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.07857657,38.66754067
Eka Tafo,ET042002,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.09790764,38.88175216
Furi,ET042003,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.94562981,38.66964555
Galan,ET042004,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.81876062,38.77681413
Galan Gudo,ET042005,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.8528224,38.67407274
Gefersa Guje,ET042006,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.07150966,38.59150315
Koye,ET042007,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.89570494,38.90979775
Kura Jida,ET042008,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.08072799,38.93550665
Mana Abichu,ET042009,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.11729457,38.7204777
Melka Nonno,ET042010,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.02205379,38.63852548
Sebeta,ET042011,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,8.90009808,38.57972544
Sululta,ET042012,Shager City,ET0420,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,9.16915601,38.76662051
Gololcha Bale,ET042101,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.53888123,40.60958762
Lege Hida,ET042102,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.79310377,41.33159477
Ginir,ET042103,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.12084614,40.71340196
Rayitu,ET042104,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.79994052,41.4625961
Seweyna,ET042105,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.25898695,41.48100098
Dawe Ketchen,ET042106,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.65259357,40.82682013
Ginir town,ET042107,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,7.13786735,40.73302418
Dawe Serer,ET042199,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,,
Negele town,ET042201,East Borena,ET0422,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.33801271,39.58378116
Liben,ET042202,East Borena,ET0422,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.28174673,39.63977776
