admin3name,admin3_pcod,admin2_name,admin2_pcod,admin1_name,admin1_pcod,admin0_name,admin0_pcod,valid_on,version,lang,lat,long
Shafamo,ET160302,Central,ET1603,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.66413372,38.64006441
Wonosho,ET160303,Central,ET1603,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.746788,38.52349924
Yirgalem town,ET160304,Central,ET1603,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.74465309,38.39737378
Dale,ET160305,Central,ET1603,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.74943428,38.40951668
Darara,ET160306,Central,ET1603,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.82684109,38.21899544
Loka Abaya,ET160307,Central,ET1603,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.64580129,38.16755769
Bursa,ET160401,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.62732347,38.5898286
Teticha,ET160402,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.56995598,38.53913874
Aleta Wendo,ET160403,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.60935466,38.43624826
Aleta Wondo town,ET160404,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.60585814,38.41986963
Aleta Chuko,ET160405,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.56553146,38.30250068
Chuko town,ET160406,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.58661818,38.33598676
Dara,ET160407,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.44177094,38.36015098
Dara Otilicho,ET160408,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.48880699,38.43245265
Hulla,ET160409,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.48691481,38.54885326
Chirone,ET160410,Southern,ET1604,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.45408423,38.65248782
Bura,ET160501,Eastern,ET1605,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.62664954,38.8538542
Bona Zuria,ET160502,Eastern,ET1605,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.50187931,38.71180728
Bensa,ET160503,Eastern,ET1605,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.53206032,38.84512025
Daye town,ET160504,Eastern,ET1605,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.52132559,38.82708646
Daella,ET160505,Eastern,ET1605,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.51412018,38.97598829
Chire,ET160506,Eastern,ET1605,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.49162444,39.06043365
Aroresa,ET160507,Eastern,ET1605,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.35535082,39.01184631
Hokko,ET160508,Eastern,ET1605,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.24543786,38.9741059
Chabe Gambeltu,ET160509,Eastern,ET1605,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.42812522,38.85505673
Setit Humera town,ET990101,Area 1,ET9901,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,14.24926723,36.61091106
Korarit,ET990102,Area 1,ET9901,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.89333614,37.55237014
Kafta Humera,ET990103,Area 1,ET9901,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,14.07712465,37.02184351
Welkait,ET990104,Area 1,ET9901,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.77380369,37.45869759
Tsegede,ET990105,Area 1,ET9901,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.47266987,37.22279521
May Kadra,ET990106,Area 1,ET9901,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.90452483,36.58387719
Dansha town,ET990107,Area 1,ET9901,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.53029425,36.7229511
Awra,ET990108,Area 1,ET9901,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.63822544,37.12820536
May Gaba,ET990109,Area 1,ET9901,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.78237893,37.69572043
Tselemti /West Telemt,ET990201,Area 2,ET9902,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.63787511,38.00906692
Laelay Tselemti,ET990202,Area 2,ET9902,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.61483774,38.46088029
May Tsebri town,ET990203,Area 2,ET9902,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,13.57373133,38.13713681
Raya Alamata,ET990301,Area 3,ET9903,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,12.38688194,39.51186941
Ofla,ET990302,Area 3,ET9903,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,12.55206023,39.41729359
Korem town,ET990303,Area 3,ET9903,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,12.50654407,39.51631322
Alamata town,ET990304,Area 3,ET9903,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,12.41762429,39.56392347
Zata,ET990305,Area 3,ET9903,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,12.53477116,39.26328217
Chercher,ET990306,Area 3,ET9903,Contested,ET99,Ethiopia,ET,2021-12-14,v04,en,12.50905385,39.75366785
